dataset_id,tier,scale,algorithm,track,status,n_runs,build_time_s,qps,lat_p50_ms,lat_p95_ms,lat_p99_ms,rss_mb,index_bytes,bytes_per_insert,recall_at_k,recall_at_k_id_overlap,recall_at_k_tie_aware,update_latency_ms,energy_proxy,error_bits_min_hamming,error_bits_prefix_gap,hamming_audit_gap,online_accuracy,online_f1,adaptation_lag_steps
core:legacy_compat,edge,10M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,edge,1M,compat/bench_tree,core,ok,1,,131000.0,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,edge,1M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,server,100M,compat/bench_tree,core,ok,1,,131000.0,,,,4365.38671875,,,,,,,,,,,,,
core:legacy_compat,server,100M,compat/bench_truth,core,ok,1,,,,,,4365.38671875,,,,,,,,,,,,,
core:legacy_compat,server,10M,compat/bench_tree,core,ok,1,,130000.0,,,,4365.38671875,,,,,,,,,,,,,
core:legacy_compat,server,10M,compat/bench_truth,core,ok,1,,,,,,4365.38671875,,,,,,,,,,,,,
core:legacy_compat,server,1M,compat/bench_tree,core,ok,1,,130000.0,,,,43.83984375,,,,,,,,,,,,,
core:legacy_compat,server,1M,compat/bench_truth,core,ok,1,,,,,,43.83984375,,,,,,,,,,,,,
core:random,desktop,100M,core256/insert,core,ok,5,1.3280744225999999,1506012.1746552,0.00068,0.0007064,0.0010766,8427.0546875,127000244.0,63.500122,,,,,,,,,,,
core:random,desktop,100M,core256/match_batch,core,ok,5,0.018878056,105947864.2639562,9.438999999999999e-06,9.438999999999999e-06,9.438999999999999e-06,8427.0546875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,desktop,100M,core256/predict,core,ok,5,0.0751390936,26619623.84267,2e-05,3.320000000000001e-05,4.52e-05,8427.0546875,127000244.0,63.500122,,,,,,,,,,,
core:random,desktop,100M,core256/probe,core,ok,5,0.0748607214,26717206.9241058,2e-05,3.320000000000001e-05,4.5e-05,8427.0546875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,desktop,10M,core256/insert,core,ok,5,0.5340390979999999,1498046.5605418,0.00068,0.0007,0.0009904,8427.0546875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,desktop,10M,core256/match_batch,core,ok,5,0.007611316,105124568.27541259,9.5142e-06,9.5142e-06,9.5142e-06,8427.0546875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
core:random,desktop,10M,core256/predict,core,ok,5,0.029983364000000002,26681719.243743602,2e-05,3.3e-05,4.52e-05,8427.0546875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,desktop,10M,core256/probe,core,ok,5,0.0300120344,26656320.000053998,2e-05,3.3e-05,4.5e-05,8427.0546875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
core:random,desktop,1M,core256/insert,core,ok,5,0.6627063324,1508977.1532926,0.0006790000000000001,0.0006994,0.0010593999999999998,8427.0546875,63500210.4,63.5002104,,,,,,,,,,,
core:random,desktop,1M,core256/match_batch,core,ok,5,0.0094343642,106008566.6433672,9.4344e-06,9.4344e-06,9.4344e-06,8427.0546875,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:random,desktop,1M,core256/predict,core,ok,5,0.0375217468,26652225.906993598,2e-05,3.3e-05,4.4999999999999996e-05,8427.0546875,63500210.4,63.5002104,,,,,,,,,,,
core:random,desktop,1M,core256/probe,core,ok,5,0.037462764999999995,26694746.519843,2e-05,3.320000000000001e-05,4.5400000000000006e-05,8427.0546875,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:random,edge,100M,core256/insert,core,ok,5,1.3249353158,1509635.0220138,0.0006758000000000001,0.0007054,0.001069,8427.0546875,127000244.0,63.500122,,,,,,,,,,,
core:random,edge,100M,core256/match_batch,core,ok,5,0.0194265298,103341249.2031542,9.713199999999999e-06,9.713199999999999e-06,9.713199999999999e-06,8427.0546875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,edge,100M,core256/predict,core,ok,5,0.0751200804,26628821.4813656,2e-05,3.3e-05,4.4999999999999996e-05,8427.0546875,127000244.0,63.500122,,,,,,,,,,,
core:random,edge,100M,core256/probe,core,ok,5,0.0744317518,26871432.676545,1.98e-05,3.28e-05,4.4800000000000005e-05,8427.0546875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,edge,10M,core256/insert,core,ok,5,0.531426969,1505409.0805608002,0.0006712,0.0006976,0.0010856,8427.0546875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,edge,10M,core256/match_batch,core,ok,5,0.0075329912,106215436.308875,9.4162e-06,9.4162e-06,9.4162e-06,8427.0546875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
core:random,edge,10M,core256/predict,core,ok,5,0.0296969556,26941229.68879,1.98e-05,3.26e-05,4.4200000000000004e-05,8427.0546875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,edge,10M,core256/probe,core,ok,5,0.02977202,26872901.5123192,1.9600000000000002e-05,3.26e-05,4.46e-05,8427.0546875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
core:random,edge,1M,core256/insert,core,ok,5,0.6589728616,1517560.3573918,0.0006744,0.0006972,0.0010328,8427.0546875,63500210.4,63.5002104,,,,,,,,,,,
core:random,edge,1M,core256/match_batch,core,ok,5,0.0093521646,106930694.3590556,9.3522e-06,9.3522e-06,9.3522e-06,8427.0546875,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:random,edge,1M,core256/predict,core,ok,5,0.03721762,26870455.9459864,2e-05,3.26e-05,4.46e-05,8427.0546875,63500210.4,63.5002104,,,,,,,,,,,
core:random,edge,1M,core256/probe,core,ok,5,0.0371488696,26920504.1650226,1.98e-05,3.28e-05,4.4800000000000005e-05,8427.0546875,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:random,server,100M,core256/insert,core,ok,5,1.32695485,1507234.1920414001,0.0006796,0.0007058,0.0010302,4365.38671875,127000244.0,63.500122,,,,,,,,,,,
core:random,server,100M,core256/match_batch,core,ok,5,0.018919263,105725307.5097048,9.459799999999999e-06,9.459799999999999e-06,9.459799999999999e-06,4365.38671875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,server,100M,core256/predict,core,ok,5,0.0750198646,26659691.0750722,2e-05,3.3e-05,4.4800000000000005e-05,4365.38671875,127000244.0,63.500122,,,,,,,,,,,
core:random,server,100M,core256/probe,core,ok,5,0.0751172952,26626887.0453344,2e-05,3.320000000000001e-05,4.5400000000000006e-05,4365.38671875,127000244.0,63.500122,,,,,,,254.99921890000002,,,,
core:random,server,10M,core256/insert,core,ok,5,0.532792433,1501545.8913086,0.000679,0.0006992,0.0009596,4365.38671875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,server,10M,core256/match_batch,core,ok,5,0.0078568176,102006901.0835716,9.821e-06,9.821e-06,9.821e-06,4365.38671875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
core:random,server,10M,core256/predict,core,ok,5,0.0299081086,26748770.2792896,2e-05,3.3e-05,4.4800000000000005e-05,4365.38671875,50800142.8,63.500178500000004,,,,,,,,,,,
core:random,server,10M,core256/probe,core,ok,5,0.030487018999999997,26267163.0470088,2.02e-05,3.38e-05,4.64e-05,4365.38671875,50800142.8,63.500178500000004,,,,,,,254.99921425000002,,,,
